,smiles
236,!CC(CN1CCOCC1)NS(=O)(=O)c1cn[nH]c1~~cccc1~~~~~~~~~~~~~~~~~~
237,!Fc1cc2c(cc1F)N(Cc1cncs1)CCN2~~1CC1~~~~~~~~~~~o1~~~~~~~~
238,!O=C(NCc1cn2ccsc2n1)NC1CCc2cc(F)ccc21~~~~~~~~~~~~~~~~~~~
239,!O=C(CCN1C(=O)c2ccccc2S1(=O)=O)NCc1ccncc1~~~~~~~~~~~~~~~
240,!CCC(C)C(=O)NC1CCCCC1C(=O)NCc1ccccn1~~~~~~~~~~~~~~~~~~~~
241,!COc1ccc(CNC(=O)c2ccc(Br)cc2)cc1F~~~~~~~~~~~~~~~~~~~~~~~1
242,!CC(C)C(=O)N(Cc1cccnc1)c1ccc(Br)cc1~~~~~~~~~~~~~~~~~~~~~~
243,!CCCNC(=O)CCNC(=O)NCC1CCC(C)(C)CC1~~~~~~~~~~~~~~~~~~~~~~
244,!CCn1ccc(=O)nc1SCC(=O)Nc1ccc(Cl)cn1~~~~~~~~~~~~~o~~~~~~~~
245,!Cc1cnc(CNc2nccc(-c3cnn(C)c3)n2)cn1~~~~C1CC1~~~~~~~~~~~~
246,!COc1cccc(-c2n[nH]cc2C(=O)Nc2ccccc2Cl)c1~~~~~~~~~~~~~~~~~~~~
247,!COCC(NC(=O)c1[nH]c2ccc(F)cc2c1C)C(N)=O~C(C)C~~~~~~~~~~~~~~
248,!O=C(Nc1ccc(F)c(Cl)c1)N1CCC(O)C1~c1ccccc1~~~~~~~~~~~~~~~~
249,!Cc1c(NC(=O)CCc2ccccc2)cccc1C(N)=O~CC2~C1~~~~~~~~~~~~~~~
250,!O=C(c1cscn1)N1CCc2ncnc(-c3ccoc3)c2CC1~~~~~~~~~~~~~~~~~~
251,!CCN(C(=O)CN1CCN(c2ccc(F)cc2)C1=O)c1ccccc1~~~~~~~~~~~~~~
252,!CCOc1cc(C)ccc1NS(=O)(=O)c1cc(C(N)=O)n(C)c1~~~~~~~~~~~~~
253,!CC1CCC(NC(=O)Cc2csc(NC(=O)C(C)C)n2)CC1~~~~~~~~~~~~~~~~~
254,!COC(=O)c1cccc(NC(=O)Cc2c(C)nn(C)c2C)c1~~~~~~~~~~~~~~~~~
255,!O=c1cc(Cc2ccc(O)cc2)oc2c(F)c(O)cc(O)c12~=O~~~~~~~~~~~~~
256,!CCCn1nc(C)c(C(=O)Nc2cccc(C)c2)c1C~c1ccccn1~~~~~~~~~~~~~
257,!Cc1oc(C(=O)NCCCN2CCOCC2)cc1S(N)(=O)=O~~~~~~~~~~~~~~~~~~
258,!Cc1ccc(S(=O)(=O)c2ccc(C(=O)Nc3cccnc3)o2)cc1~~~~~~~~~1~~
259,!C=CCN1CCN(S(=O)(=O)c2ccc(OC)c(OC)c2)CC1~~~~~~~~~~~~~~~~
260,!CC1(C)CCN(S(=O)(=O)c2cccc(N)c2)CC1~O~CO~~~~~~~~~~~~~~~~
261,!COCC(C)NC(=O)CSc1nncn1C1CC1~~cco1~~~~~~~~~~~~~~~~~~~~~~
262,!c1ccc2c(c1)-n1c(nnc1CN1CCOCC1)Nc1cccnc1-2~~~~~~~~~~~~~~
263,!O=C(Nc1ccc(N2CCOCC2)c2nonc12)c1cccs1~~~~~~~~~~~~~~~~~~~
264,!CC(C)n1nnc2cc(C(O)C3COCCO3)ccc21~=O~#N~~~~~~~~~~~~~~~~~
265,!Cc1noc(COCC(=O)NC(C#N)c2ccc(F)cc2F)n1~~~~~~~~~~~~~~~~~~
266,!Cc1nc(CNC(=O)CNC(=O)c2cc3occc3n2C)n[nH]1~~~~~~~~~~~~~~~~~~
267,!COC(=O)CC1CCN(C(=O)Cn2nc(C)nc2C)CC1~~on~~~~~~~~~~~~~~~~
268,!CCCC1c2ccsc2CCN1C(=O)NCCC(=O)N1CCCC1~~~~~~~~~~~~~~~~~~~
269,!Cc1cccc(C)c1NC(=O)CCNC(=O)C(C)C1CC1~C1CC1~~~~~~~~~~~~~~
270,!CCn1nc(NCC=Cc2ccccc2)cc1C1CC1~~1ccncc1~~~~~~~~~~~~~~~~~
271,!Cc1cc(NC(=O)C2CCN(S(=O)(=O)c3ccccc3)CC2)no1~~~~~~~~~~~~
272,!Cc1cc(CN2CCN(C(=O)c3cn4c(C)cccc4n3)CC2)on1~~~~~~~~~~~~~
273,!Cc1noc(C)c1CN(C)C(=O)Nc1cccnc1-n1cncn1~~~~~~~~~~~~~~~~~
274,!Cc1cc(C(=O)Nc2ccccc2Cl)c(C)o1~~CO~~~~~~~~~~~~~~~~~~~~~~~
275,!Cc1nc(C)c(CC(=O)N2CCCC2c2cccs2)c(=O)[nH]1~~~~~~~~~~~~~~~~~
276,!CN(CC(=O)NC1CC1)C(=O)CSc1cccc2cccnc12~~~~~~~~~~~~~~~~~~
277,!CCn1nc(-c2ccccc2OC)cc(C(C)=O)c1=O~cnc(N)n1~~~~~~~~~~~~~
278,!CCOc1ccccc1CNC(=O)Nc1ccc(F)cc1F~~co1~~~~~~~~~~~~~~~~~~~
279,!CCN1CCC2(CN(C(=O)NCc3ccco3)CC2C)C1=O~c1ccco1~~~~~~~~~~~
280,!OCCCC1CN(Cc2cc3c(cc2Cl)OCO3)CCO1~~~~~~~~~~~~~~~~~~~~~~~)
281,!O=C1c2cccc(Br)c2OCCCC1(CO)CO~O~~~[nH]1~~~~~~~~~~~~~~~~~~~~~
282,!Cn1cc(Br)c(=O)c(NC(=O)C2CCOCC2)c1~~~~~~~~~~~~~~~~~~~~~~~
283,!N#Cc1ccc(CNc2cc(F)ccc2F)c(F)c1~~~ncn1~~~~~~~~~~~~~~~~~~
284,!COCCN(CC(=O)N1CCC(C)CC1)CC(F)(F)F~#N~~~~~~~~~~~~~~~~~~~
285,!COc1ccc2[nH]cc(C(=O)Nc3cccc(C)n3)c(=O)c2c1~~~~~~~~~~~~~~~~
286,!CCOC(=O)CCNc1cccc(OC(F)F)c1~~#N~#N~~~~~~~~~~~~~~~~~~~~~
287,!CCC(=O)N1CCCN(C(=O)c2cnccn2)CC1~~c1ccco1~~~~~~~~~~~~~~~
288,!CCNC(=O)CN(CC)C(=O)c1ncn(-c2ccccc2)n1~~~~~~~~~~~~~~~1~~
289,!COc1ccccc1C(=O)c1ccc(OCC(N)=O)cc1~~~co1~~~~~~~~~~~~~~~~
290,!O=C(CC1NC(=O)c2ccccc21)Nc1ccc(-c2ccno2)cc1~~~~~~~~~~~~~
291,!CCCOC(=O)C(C)n1cnc2sc(CC)cc2c1=O~OC~~~~~~~~~~~~~~~~~~~~
292,!O=C(CN1CCOCC1C1CC1)c1ccc2c(c1)CCCC2~~#N~~~~~~~~~~~~~~~~
293,!COC(=O)Nc1nc(CC(=O)Nc2cccc(C)n2)cs1~~~~~~~~~~~~~~~~~~~~
294,!CCCCC(CC)C(=O)N(C)CC(=O)N1CCOCC1~~~~~~~~~~~~~~~~~~~~~~~
295,!Cc1nc(-c2ccc(F)cc2)sc1CNC(=O)c1cccnc1~~)~~~~~~~~~~~~~~~
296,!CC(CN1CCCC1=O)NC(=O)c1cn2cccnc2n1~~~~~~~~~~~~~~~~~~~~~~
297,!CC(=O)c1ccc(S(=O)(=O)Nc2cc(F)ccc2C)cc1~~~~~~~~~~~~~~~~~
298,!CCCCCN(C(N)=O)S(=O)(=O)c1ccc(C)c(F)c1~~~~~~~~~~~~~~~~~~
299,!CCc1cc(=O)[nH]c(-c2ccc(C(F)(F)F)cc2)n1~~~CO~~~~~~~~~~~~~~~
300,!COc1ccc2cc(NC(=O)c3cc(C(C)=O)c[nH]3)cnc2c1~~~~~~~~~~~~~1~1
301,!Cc1ccc(-n2nnc(C(=O)Nc3nccs3)c2C)cc1~~~~~~~~~~~~~~~~~~~~
302,!Cc1c(-c2nc(-c3ccncc3)no2)nnn1-c1ccc(F)cc1~~~~~~~~~~~~~~
303,!CCOc1ccc(Cl)cc1C(=O)Nc1cc(C)on1~~C~~~~~~~~~~~~~~~~~~~~~~
304,!CC(NC(=O)c1ccc(-c2ccccc2)cc1)C(N)=O~C=CC1=O~~~~~~~~~~~~
305,!O=C(Nc1ccc(Cl)cc1F)c1cncn1-c1ccccc1~~~~~~~~~~~[nH]1~~~~~~~~
306,!O=S(=O)(c1ccccc1)C1CCN(Cc2ccccc2F)C1~1~~~~~~~~~~~o~~1~~
307,!NC(=O)Nc1ccc(CNC(=O)CCSc2ccccn2)cc1~~~~~~~~~~~~~~~~~~~~
308,!COc1ccc(C)cc1-n1ccnc1SCC(=O)N(C)CC1CC1~~~~~~1~~~~~~~~~~
309,!Cc1ccc(NC(=O)NCCNC(=O)c2ccccc2F)cc1C~~~~~~~~~~~~~~~~~~~
310,!CCNC(=O)Cc1csc(-c2cccc(F)c2)n1~~~~~~~~~~~~~~~~~~~~~~~~~
311,!CCn1nc(C(=O)Nc2ccc(C)c(Cl)c2)cc1C~c1ccco1~~~~~~~~~~~~~~~
312,!COc1ccccc1N(C)C(=O)c1cccc(N)c1~~~CC1~~~~~~~~~~~~~~~~~~~
313,!CC(C)CNC(=O)C(c1ccccc1)S(=O)(=O)c1ccccc1~~~~~~~~~~~~~~~
314,!CCc1cc(NC(=O)N2CCCN(C(=O)OCC)CC2)ccn1~~~~~~~~~~~~~~~~~~
315,!CC(CNC(=O)C1CCC(=O)N1)Oc1cccc(Cl)c1~~cccc1~~~~~~~~~~~~~~
316,!CS(=O)(=O)N1CCCCC1C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1~~~~~~~~~~~~~~
317,!Cn1ncn(-c2ccc(F)c(Cl)c2)c(=O)c1=O~ccc[nH]1~~~~~~~~~~~~~~~~~
318,!COc1cc(S(=O)(=O)Nc2nccc(C)n2)ccc1F~NC(C)~~~~~~~~~~~~~~~
319,!CCOc1ccc(C(=O)N2CCC3(CC(N4CCCC4=O)CC3)C2)o1~~~~~~~~~~~~
320,!CC(NCCc1nccs1)c1ccc(F)c(F)c1~~~~~~~~~~~[nH]1~~~~~~~~~~~~~~
321,!CCCC1CN(C(=O)CC2Oc3ccccc3NC2=O)CCO1~~~~~~~~~~~~~~~~~~~~
322,!O=C(COC(=O)c1ccccc1S(=O)(=O)N1CCCC1)C1CC1~~~~~~~~~~~~~~
323,!Cc1nn(C)cc1CNC(=O)NCc1cccs1~~~~~cco1~~~~~~~~~~~~~~~~~~~
324,!COc1cccc(C(=O)N2CCN(C(=O)OC(C)(C)C)C(C)C2)c1~~~~~~~~~~~
325,!O=C(CCC(=O)NCc1ccccc1)Nc1ccc(O)cc1~~~~~~~~~~~~~1~~~~~~~
326,!NS(=O)(=O)c1ccc(OCCNC(=O)c2ccoc2)cc1~~~~~~-~[nH]1~~~~~~~~~
327,!CC(=O)c1cc2c(cc1NC(=O)CSc1ccccc1)OCO2~~~~~~~~~~~~~~~~~~
328,!Cn1cc(C(=O)N2CCC3(CC2)OCCO3)c2ccccc2c1=O~~~~~~~~~~~~~~~
329,!CN(CCNC(=O)NCC1CN2CCCCC2CO1)c1ccccc1~~~~[nH]1~~~~~~~~~~~~~
330,!Clc1ccc2[nH]c(CSc3nnc4ccccn34)nc2c1~~[nH]1~~~~~~~~~~~5~~~~~~~~
331,!O=C(NCc1ccco1)c1ccc(-c2cccc(Cl)c2)nc1~~~~~~~~~~~~~~~~~~~
332,!CCOC(=O)CC1CCCCN1C(=O)CCc1ccccn1~~~~~~~~~~~~~~~~~~~~~~~
333,!NC(=O)c1ccccc1NS(=O)c1ccc2ccccc2c1~~~~~~~~~~~~~~~~~~~~~
334,!COc1c(NC(=O)Cc2c[nH]c3ccccc23)c(C)nn1C~OC~~)C~~~~~~~~~~~~~
335,!COc1ccc(OC)c(C2CCN(C(=O)CCc3ccccn3)C2)c1~~~~~~~~~~~~~~~
336,!CC(NS(=O)(=O)c1cccs1)C(=O)NC(C)(C)CC(C)(C)C~~~~~~~~~~~~
337,!CCC(=O)c1ccc(OC(=O)C2CCN(CC(F)(F)F)CC2)cc1~~~~~~~~~~~~~
338,!COc1cc(C(C)=O)ccc1OS(=O)(=O)c1ccc(C(C)=O)cc1~~~~~~~~~~~
339,!Oc1ccccc1-c1nc(C2CC2)nn1-c1ccccc1~~[nH]c1=O~~~~~~~~~~~~~~~
340,!Cc1nn(-c2nc3ccccc3[nH]2)c2c1C(CC#N)CCC2~~~~~~~~~~~~~~~~~~~
341,!CS(=O)(=O)N1CCOC(CNC(=O)C2CC2)C1~c1ccccc1~~~~~~~~~~~~~~
342,!COc1cccc2c1cc(C(=O)Nc1ccc(N(C)C)nc1)n2C~~~~~~~~~~~~~~~~
343,!CCOCCCNC(=O)Cc1c(C)nc(C)[nH]c1=O~(C)n[nH]1~~~~~~~~~~~~~~~~~~~
344,!Cc1nc2ccccc2n1CC(=O)N(C)CC(=O)N1CCOCC1~~~~~~~~~~~~~~~~~
345,!COc1ccccc1C(=O)Nc1ccc(N2CCCC2)nc1~n[nH]c1~~~~~~~~~~~~~~~~~
346,!Nc1ccc(Cl)c(CS(=O)(=O)NCC(F)(F)F)c1~~~c[nH]1~~~~~~~~~~~~~~~
347,!c1ccc2cc(SCc3nccn3Cc3ccccc3)ncc2c1~~~~~~~~~~~~~~~~~~~~~
348,!Cc1cc2c(=O)n(Cc3cn4ccccc4n3)cnc2s1~~~~~~~~~~~~~~~~~~~~~
349,!CC(C)C(NC(=O)c1cccs1)C(=O)N1CCCCC1~~[nH]n~~~~~~~~~~~~~~~~~
350,!CCn1c(-c2ccccc2OC)ccc(C(C)(C)O)c1=O~n1ccnc1~~~~~~~~~~~~
351,!CNC(=O)Cn1cnc(NC(=O)C2CCOC2)n1~~~cccc1=O~~~~~~~~~~~~~~~
352,!CC(C)CN(CC(F)(F)F)C(=O)c1cc[nH]n1~~~~cccc12~~~~~~~~~~~~~~~
353,!Cc1cc(C2CN(Cc3cc(Br)cs3)CCO2)ccc1O~~[nH]1~~~~~~~~~~~~~~~~~~
354,!CCCS(=O)(=O)N1CCCC1C(=O)N=c1[nH]nc2ccccn12~~~~~~~~~~~~~1~~
355,!O=S(=O)(NCCc1ccc(O)cc1)C1CCCCC1~O~~~~1~~~~~~~~~~~~~~~~~
356,!CC(CC(=O)N1CCN(c2ccccc2)CC1)C(N)=O~c1ccccc1~~~~~~1~~~~~
357,!NC(=O)c1ccc(NC(=O)Cc2ccc3c(c2)CCCC3)cc1~~-~~~~~~~~~~~~~
358,!Cc1cc(C)c(C)c(OCC(=O)N2CCC(=O)CC2)c1~~C(C)C~~~~~~~~~~~~
359,!C=CCNC(=O)Cc1cc(OC)ccc1Br~C~O~~~~~[nH]1~~~~~~~~~~~~~~~~~~~~
360,!Cc1cccc(OCCSc2nncn2C)c1~~~~cnn1C~~~~~~~~~~~~~~~~~~~~~~~
361,!COc1ccc(C(O)C(=O)Nc2ccc(C)cc2F)cc1~~cco1~~~~~~~~~~~~~~~
362,!COc1cccc2c(=O)c(C(=O)Nc3ccc(Cl)cc3)cn(C)c12~~~~~~~~~~~~~
363,!CNC(=O)NCC(=O)N1CCC(Oc2c(C)cccc2C)CC1~~~~~~~~~~~~~~~~~)
364,!CCOC(=O)CN(Cc1nnc(-c2ccc(C)cc2)o1)C(C)C~~~~~~~~~~~~~~~~
365,!CCC(C(=O)N1CCC(c2cc(=O)[nH]c(C)n2)CC1)n1cccn1~~~~~~~~~~~~~
366,!COc1cccc(OC)c1C(=O)Nc1ccc(F)cc1F~F~~~~~~5~~~~~~~~~~~~~~
367,!COc1cccc(CN2CCCC(c3nnc4n3CCC4)C2)c1~~~~~~~~~~~~~~~~~~~~
368,!Cc1ccc(NC(=O)COC(=O)c2ccccc2C)c(O)c1~~~~~~~~~~~~~~~~~~~
369,!COc1ccc(CNC(=O)CCc2ccco2)cc1OC~~-n2cccn1~~~~~~~~~~~~~~~
370,!COCC(NC(=O)c1sc(-c2ccsc2)nc1C)C(N)=O~~~~~~~~~~~~~~~~~~~
371,!O=C1CCCCN1c1ccc(S(=O)(=O)NCCc2ccco2)cc1~~~~~~~~~~~~~~~~
372,!Cc1cc(C)c(NCC(O)c2ccc(F)cc2)c(C)c1~~~(N)=O~~~~~~~~~~~~~
373,!Cc1ccc(C2(O)CCN(c3nc(C)nc4[nH]cnc34)CC2)nc1~~~~~~~~~~~~~~~
374,!COc1ccc(-c2ccc(C(C)O)c(=O)[nH]2)c(F)c1F~~~(C)=O~~~~~~~~~~~
375,!COC(=O)n1nc(C)c2c1N=C(O)CC2c1ccccc1C(=O)OC~~~~~~~~~~~~~
376,!Cn1cnc(CNC(=O)NC2CC2c2cccc(Cl)c2)n1~~c~~~~~~~~~~~~~~~~~~
377,!O=C(Nc1ccccc1)Nc1cccc(OCCs2)c1~nccn1~~~~~~~~~~~~~~~~~~~
378,!CCn1nc2c(cc1=O)CN(c1nccc(C)n1)CC2~OC~~C~~~~~~~~~~~~~~~~
379,!O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1cc(Cl)ccc1Cl~N1~~~~~~~~~~~~~~~~~
380,!Cc1cccnc1CNC(=O)N(C)Cc1ccco1~c1ccccc1~~~~~~~~~~~~~~~~~~
381,!COc1ccc(CCC(=O)Nc2cccc(C(N)=O)n2)cc1~~~~~~~~~~~~~~~~~~~
382,!CC(C)COc1ccc(S(=O)(=O)n2cnc(C#N)n2)cc1~~~~~~~~~~~~~~~~~
383,!N#Cc1ccc(-c2noc(-c3cc(-c4ccccc4)on3)n2)nc1~~~~~~~~~~~~~
384,!Cc1cc(C)n(C(=O)CCOc2ccccc2)c(=O)n1~(C)C~#N~~~~~~~~~~)~~
385,!COc1ccccc1-c1noc(CSc2ccncc2)n1~~~~~~~~~~~~~~~~~~~~~~~~~
386,!CC(Sc1ncccn1)C(=O)OCC1CC1(Cl)Cl~Cl~~[nH]1~~~~~~~~~~~~~~~~~~~~
387,!O=S(=O)(c1cccs1)N1CCn2nnc(-c3ccccc3)c2C1~~~~~~5~~~~~1~~
388,!COc1ccc(C)cc1NC(=O)Cn1ccccc1=O~c2ccco2)c1~~~~~~~~~~~1~~
389,!O=C(CCc1nc2ccccc2s1)N1CCN(C(=O)C2CC2)CC1~~~~~1~~~~~~~~~
390,!O=C(Nc1ccc(-n2cncn2)nc1)C1COc2ccc(F)cc2C1~~~~~~~~~~~~~~
391,!Cc1n[nH]c(-c2cccc(CNC(=O)C(C)(C)n3cncn3)c2)n1~~~~~~~~~~~~~
392,!Cc1ccc(C(=O)Nc2ccc(Cl)cn2)cc1-n1cnnn1~~~~~~~~~~~~~~~~~~~
393,!CC1COCCN1C(=O)NC1CCCc2occc21~~c1ccccc1~~~~~~~~~~~~~~~~~
394,!COCC(C)(O)CNS(=O)(=O)c1cccc(F)c1~~cco1~~~~~~~~~~~~~~~~~
395,!COc1ccc(C2NCCc3ccc(F)cc32)cc1OC~O~~~~~~~~~~~~~~o~~~~~~~
396,!Nc1cc(N)nc(SCC(=O)Nc2cccc(F)c2)n1~~~#N~~~~~~~~~~~~~~~~~
397,!CCN(CC(=O)OC)S(=O)(=O)c1ccc(C)cc1C~ccc1~~~~~~~~~~~~~~~~
398,!Cc1noc(C(C)NC(=O)Nc2ccc(Oc3ccccc3)cc2)n1~~~~~~~~~~~~~~~
399,!CN(Cc1ccc2c(c1)OCO2)C(=O)c1cccc(N2CCCC2=O)c1~~~~~~~~1~~
400,!CCC1COCCN1C(=O)Nc1ccc(Br)c(C)c1~~~~~~~~~~~~~~~~~~~~~~~~~
401,!COc1cc(C(=O)NCC(C)C)c(N(C)S(C)(=O)=O)cc1OC~~~~~~~~~~~~~
402,!CCn1nc(C)cc1C(=O)NCC(=O)Nc1ccc(F)cc1C~~~~~~~~1~~~~~~1~~
403,!CN(C)S(=O)(=O)NCc1cccnc1Oc1ccc(F)c(F)c1~~~~~~~~~~~~~1~~
404,!Cc1ccc(N)cc1NC(=O)C(C)Oc1ccccc1F~c1c[nH]cn1~~~~~~~~~~~~~~~
405,!O=C(CCc1ccccc1)NCCn1ccc(-c2cccs2)n1~~~~~~~~~~~~~~~~~~~~
406,!O=S(=O)(Nc1ccc2c(c1)OCCCO2)c1cccnc1~~~~~~~~~~~~1~~~~~~~
407,!COc1ccc(F)cc1C(=O)Nc1cc(NC(=O)CNC(C)=O)ccc1~~~~~~~~~~~~
408,!N#Cc1cccc(Cc2cnc(NC(=O)Nc3ccncc3)s2)c1~~~~~~~~~~~~~~~~~
409,!OCCn1nc(-c2cccs2)cc1NCc1ccsc1~~~~~~~~~~~)~~~~o1~~~~~~~~
410,!O=C(CSc1nnnn1-c1ccccc1)NC1CCCCC1~~~~~~~~~~~~~~~~~~~~~~~
411,!CCOc1ccc(SCC(=O)Nc2cccc(-n3cnnc3)c2)cc1~~~~~~~~~~~~~~~~
412,!Cc1cc(S(=O)(=O)N2CCOCC2)cnc1N~1CCCC1~~~~~~~~~~~~~~~~~~~
413,!C#CCN1C(=O)COc2ccc(NC(=O)CC)cc21~(C)C~~C~~~~~~~~~~~~~~~
414,!Cc1ccc(-c2nnc(Cc3nc(Cc4ccccc4)n[nH]3)o2)cc1~~~~~~~~~~~~~~~
415,!O=C(Cc1ccc(F)cc1)NC(C(=O)Nc1cc[nH]n1)c1ccccc1~~~~~~~~~~1~~
416,!Cc1c(CN2CC(C)OC(c3ccccc3)C2)cc(C#N)n1C~~1CC1~~1~~~~~~~~
417,!O=C(Nc1ncc(Cc2ccccc2F)s1)c1ccc2[nH]nnc2c1~~~~~~~~~~~~~~~~~
418,!CCOc1ccc2c(c1)CCNC2c1ccncc1C~~cccn1~~~~~~~~~~~~~~~~~~~~
419,!Cc1cc(C)cc(CCNC(=O)NCCC(=O)NC(C)C)c1~~~~~~~~~~~~~~~~~~5
420,!COc1ccc(C(=O)N2CCCN(c3ccccc3C#N)CC2)cn1~~~~~~~~~~~~~~~~
421,!CCOc1cccc2cc(C(C)NC(=O)NCc3ccco3)oc12~~~~~~~~~~~~~~~1~~
422,!Cc1nc(CC(=O)N(C)Cc2ccccc2N2CCOCC2)cs1~~~~~~~~~~~~~~~~~~
423,!Cc1cc(C)cc(NC(=O)c2cc3sccc3n2C)c1~O~~~~~~~~~~~~~~~~~~~~
424,!CN(C)c1ncccc1N(C)C(=O)c1ccc(-n2ccnc2)cc1~~~~~~~~~~~~~~~
425,!COCCNc1ncnc2sc3c(c12)CCCC3~~~~OC~~~1~~~~~~~~~~~~~~~~~~~
426,!CCn1nc(C)c(CNC(=O)c2nn(C)c(=O)c3ccccc23)c1C~~~~~~~~~~~~
427,!Cc1cc(C)n2nc(CC(=O)Nc3cccc(-n4ccnc4)c3)nc2n1~~~~~~~~~~~
428,!COC(=O)CS(=O)(=O)c1cc(C(C)(C)C)ccc1OC~~~~o1~~~~~~~~~~~~
429,!CCn1nc(C)cc1C(=O)Nc1ccccc1C(=O)N1CCOCC1~~~~~~~~~~~~~~~~
430,!CCOc1ccccc1C(=O)NCC(=O)Nc1cc(C)on1~~~~~~~~~~~1~~~~~~~~~
431,!CC(NC(=O)c1cncn1-c1ccccc1)C(=O)OCc1ccccc1~~~~~~~~~~~~~~
432,!COc1cc2c(cc1OC)CN(C(=O)CCCc1nc(C)no1)CC2~~~~~~~~~~~~~~~
433,!Cn1nc(CNS(=O)(=O)c2cccnc2)cc1-c1ccccn1~~~~~~~~~~~~~~~~~
434,!CCC1c2ccsc2CCN1C(=O)C1COc2ccccc2O1~~~~~~~~~~~~~~~~~~~~~
435,!COc1ccc(C)nc1NC(=O)c1cc(C(C)C)on1~~~cco1~~~~~~~~~~~~~~~
436,!O=C(OCCOc1ccccc1F)C1CCN(c2ncccn2)CC1~~~~~~~~~~~~~~~~o~~
437,!Cc1noc(C)c1CN1C(=O)COc2c(cccc2-c2ccccc2)N1~~~~~~~~~~~~~
438,!CNc1cc(C2CN(S(C)(=O)=O)CCO2)nc(C)n1~~~~~~~~~~~~~~~~~~~~
439,!Cc1cc2cc(CNc3ccccc3)c(=O)[nH]c2cc1C~(C)C~~~~~~~~~~~~~~~~~~
440,!CN(CCC#N)C(=O)Nc1cccc(OCC(F)(F)F)c1~ccc1~~~~~~~~~~~~~~~
441,!COCCNC(=O)Cn1c(=O)c2nnc(-c3ccccc3)n2c2ncccc21~~~~~~~1~~
442,!COc1ccc(NC(=O)NC2COc3ccccc3C2)cn1~~~~~~~~~~~~~~~~~~~~~[nH]
443,!Cc1n[nH]c(C)c1NC(=O)CNC(=O)Cc1ccccc1~~~~c1~~~~o1~~~~~~~~~~
444,!COc1cc(C(=O)Nn2cnc3ccccc3c2=O)on1~~ccc1~~~~~~~~~~~~~~~~
445,!Cc1nc2ccccc2c(=O)n1CC(O)COCc1cccs1~~~~~~~~~~~~~~~~~~~~~
446,!O=C1NCCN(Cc2[nH]nc3c2CCCC3)C1c1ccccc1Cl~~~~~~~~~~~~~~~~~~~~
447,!CC(=O)c1ccc(S(=O)(=O)NCCCc2ccc(F)cc2)cc1~~~~~~~~~~~~~~~
448,!O=C(NCC1CN2CCCCC2CO1)c1cccc(-c2ccoc2)c1~~~~~~~~~~~~~~~~
449,!COc1ccc(CNC(=O)c2cc(C)ccc2N2CCCC2=O)cc1~~~~~~~~~~~~~~~~
450,!O=C(Cc1c[nH]c2ccccc12)Nc1ccc2c(c1)OCCO2~~~~~~~~~~~~~~~~~~~
451,!O=C(NCc1nccs1)N(Cc1ccccc1)CC(F)F~~~~[nH]1~~~~~~~~~~~~~~~~~
452,!Cc1noc(C2CN(C(=O)c3ccc4c(=O)n(C)c(=O)n(C)c4n3)C2)n1~)n1
453,!CC(C)c1nc(CC(=O)Nc2n[nH]c(Cc3ccccc3)n2)cs1~~~~~~~~~~~~~~~~
454,!CCN1CCN(c2ccc(NC(=O)c3ccnn3C(C)C)cn2)C1=O~~~~~~~~~~~~~~
455,!CCCNC(=O)CN1CCN(c2cccc(C)c2C)C1=O~c1c[nH]cn1~~~~~~~~~~~~~~
456,!Cc1ccc(N2CC(C(=O)Nc3nc(C(N)=O)cs3)CC2=O)cc1~~~~~~~~~~~~
457,!Cc1ccc(CCNC(=O)NCC(=O)N(C)Cc2cnn(C)c2)cc1~~~~~~~~~~~~~~
458,!CN(C)S(=O)(=O)c1cccc(S(=O)(=O)N(C)C)c1~#N~~~~~~~~~~~~~~
459,!COC(=O)c1cc(S(=O)(=O)NCc2ccc(C)cc2)c[nH]1~~~~~~~~~~~~~~~~~
460,!CC(=O)c1cccc(NC(=O)CNC(=O)c2cccs2)c1~~~~~~~~~~~~~~~~1~~
461,!Cc1cccnc1NC(=O)NCC1(c2ccc(F)cc2)CC1~C1~~~~~~~~~~~~~~~~~
462,!CCOc1ccc(CC(=O)NCC(=O)NC2CCCCC2)cc1~~~~~)~~~~~~~~~~~~~~
463,!CCOC(=O)c1cccnc1CC(=O)c1ccco1~~ccc1~~~~~~~~~~~~~~~~~~~~
464,!CCCc1cc(C(=O)OC(C)c2nc(C)no2)sc1C~~~~~~~~~~~~~~~~~~~~~~
465,!c1cc2c(cc1C(NCc1cccs1)C1CC1)OCO2~1CC1~~~~~~~~~~~~~~~~~~
466,!N#Cc1nnn(-c2ccc(F)cc2)c1COc1ccccc1~CO~~~~~~~~~~~~~~~~~~
467,!O=C(CNc1cc(F)cc(F)c1F)NCc1cccs1~~~~~~~~~~~~~~~~~~~~~~~~
468,!CC(C)CCNC(=O)c1cn(C)c2cccc(N)c2c1=O~~O~~1~~~~~~~~~~~~~~
469,!COc1cccc(CCC(=O)Nc2ccc(CNC(N)=O)cc2)c1~~~~~~~~~~~~~~~~~
470,!COc1ccccc1NC(=O)CNC(=O)Cc1ccccc1~~~~~~~~~1~~~~~~~~~~~~~
471,!O=C(Nc1ccc2c(c1)COC2)c1cccc2c1NCCC2~O~~~~~~~~~~~~~~~~~~
